1.40047e-34,-3.82042e-36,-0.00545701,-0.00253974,-0.000524173,8.93111e-37,1.41514e-34,2.83823e-34,0.00491051,0.00119725,0.000389644,5.63493e-34,-0.0844869,-0.0846743,-0.0844656,
1.40047e-34,-0.00545701,2.78464e-34,-0.00161525,5.62964e-34,-0.000524173,1.41514e-34,0.00491051,4.29513e-36,0.00267427,-1.10216e-36,0.000389644,-0.0844869,-0.0844656,-0.0842373,
-3.82042e-36,-8.81866e-36,-0.0166141,-0.00850714,-0.00527155,2.75247e-36,2.83823e-34,2.8462e-34,0.0067621,0.00175705,0.0016419,5.64248e-34,-0.0846743,-0.0848134,-0.0845141,
-3.82042e-36,-0.0166141,-0.00545701,-0.0107905,-0.00253974,-0.00527155,2.83823e-34,0.0067621,0.00491051,0.00628875,0.00119725,0.0016419,-0.0846743,-0.0845141,-0.0844656,
-8.81866e-36,-1.42784e-35,-0.0288217,-0.0154991,-0.0120444,4.88368e-36,2.8462e-34,2.84312e-34,0.00673063,0.00176699,0.00178836,5.64404e-34,-0.0848134,-0.084729,-0.0844282,
-8.81866e-36,-0.0288217,-0.0166141,-0.0228185,-0.00850714,-0.0120444,2.8462e-34,0.00673063,0.0067621,0.00682045,0.00175705,0.00178836,-0.0848134,-0.0844282,-0.0845141,
-1.42784e-35,-1.95549e-35,-0.0403871,-0.0222818,-0.0189103,7.09918e-36,2.84312e-34,2.83418e-34,0.0064426,0.0017349,0.00174932,5.63311e-34,-0.084729,-0.0844785,-0.0841998,
-1.42784e-35,-0.0403871,-0.0288217,-0.0346935,-0.0154991,-0.0189103,2.84312e-34,0.0064426,0.00673063,0.00657697,0.00176699,0.00174932,-0.084729,-0.0841998,-0.0844282,
-1.95549e-35,-2.46166e-35,-0.0512294,-0.0288409,-0.0255749,9.23759e-36,2.83418e-34,2.81903e-34,0.00616033,0.00169927,0.00171552,5.61037e-34,-0.0844785,-0.0840404,-0.0837814,
-1.95549e-35,-0.0512294,-0.0403871,-0.0458795,-0.0222818,-0.0255749,2.83418e-34,0.00616033,0.0064426,0.00628906,0.0017349,0.00171552,-0.0844785,-0.0837814,-0.0841998,
-2.46166e-35,-2.94831e-35,-0.0613981,-0.0351994,-0.0320312,1.12871e-35,2.81903e-34,2.79666e-34,0.00590499,0.00166582,0.00168047,5.57407e-34,-0.0840404,-0.0833839,-0.0831423,
-2.46166e-35,-0.0613981,-0.0512294,-0.0563606,-0.0288409,-0.0320312,2.81903e-34,0.00590499,0.00616033,0.00602021,0.00169927,0.00168047,-0.0840404,-0.0831423,-0.0837814,
-2.94831e-35,-3.41802e-35,-0.0709657,-0.0413816,-0.0382963,1.32612e-35,2.79666e-34,2.76627e-34,0.00568928,0.0016406,0.00165051,5.52233e-34,-0.0833839,-0.0824835,-0.0822563,
-2.94831e-35,-0.0709657,-0.0613981,-0.0662037,-0.0351994,-0.0382963,2.79666e-34,0.00568928,0.00590499,0.00578469,0.00166582,0.00165051,-0.0833839,-0.0822563,-0.0831423,
-3.41802e-35,-3.87439e-35,-0.0800104,-0.0474328,-0.0444051,1.51778e-35,2.76627e-34,2.72712e-34,0.00552576,0.00163068,0.00163254,5.45345e-34,-0.0824835,-0.0813151,-0.0810999,
-3.41802e-35,-0.0800104,-0.0709657,-0.0754838,-0.0413816,-0.0444051,2.76627e-34,0.00552576,0.00568928,0.00559583,0.0016406,0.00163254,-0.0824835,-0.0810999,-0.0822563,
-3.87439e-35,-4.32167e-35,-0.088604,-0.0534157,-0.0504117,1.70597e-35,2.72712e-34,2.67837e-34,0.00542081,0.00164013,0.00163229,5.36577e-34,-0.0813151,-0.0798529,-0.0796475,
-3.87439e-35,-0.088604,-0.0800104,-0.084276,-0.0474328,-0.0504117,2.72712e-34,0.00542081,0.00552576,0.00546323,0.00163068,0.00163229,-0.0813151,-0.0796475,-0.0810999,
-4.32167e-35,-4.76391e-35,-0.0967985,-0.0593975,-0.056384,1.89281e-35,2.67837e-34,2.61891e-34,0.00537074,0.00166973,0.00165215,5.25734e-34,-0.0798529,-0.0780648,-0.0778674,
-4.32167e-35,-0.0967985,-0.088604,-0.0926459,-0.0534157,-0.056384,2.67837e-34,0.00537074,0.00542081,0.00538941,0.00164013,0.00165215,-0.0798529,-0.0778674,-0.0796475,
-4.76391e-35,-5.20349e-35,-0.104611,-0.0654404,-0.0623884,2.07994e-35,2.61891e-34,2.54727e-34,0.00535439,0.00171823,0.00169278,5.12574e-34,-0.0780648,-0.0759085,-0.0757204,
-4.76391e-35,-0.104611,-0.0967985,-0.100629,-0.0593975,-0.0623884,2.61891e-34,0.00535439,0.00537074,0.0053629,0.00166973,0.00169278,-0.0780648,-0.0757204,-0.0778674,
-5.20349e-35,-5.63898e-35,-0.111971,-0.071576,-0.0684753,2.26798e-35,2.54727e-34,2.46143e-34,0.0053191,0.00177351,0.00174744,4.96778e-34,-0.0759085,-0.0733291,-0.0731552,
-5.20349e-35,-0.111971,-0.104611,-0.108196,-0.0654404,-0.0684753,2.54727e-34,0.0053191,0.00535439,0.00534587,0.00171823,0.00174744,-0.0759085,-0.0731552,-0.0757204,
-5.63898e-35,-6.06256e-35,-0.118652,-0.0777677,-0.0746473,2.45383e-35,2.46143e-34,2.35844e-34,0.0051746,0.00181483,0.00180058,4.77911e-34,-0.0733291,-0.0702477,-0.0700998,
-5.63898e-35,-0.118652,-0.111971,-0.115204,-0.071576,-0.0746473,2.46143e-34,0.0051746,0.0053191,0.00526862,0.00177351,0.00180058,-0.0733291,-0.0700998,-0.0731552,
-6.06256e-35,-6.45644e-35,-0.124255,-0.0838654,-0.0808184,2.63015e-35,2.35844e-34,2.23436e-34,0.00477895,0.00180451,0.0018235,4.55386e-34,-0.0702477,-0.0665603,-0.0664599,
-6.06256e-35,-0.124255,-0.118652,-0.12135,-0.0777677,-0.0808184,2.35844e-34,0.00477895,0.0051746,0.00501508,0.00181483,0.0018235,-0.0702477,-0.0664599,-0.0700998,
-6.45644e-35,-6.78948e-35,-0.128137,-0.089544,-0.0867587,2.78308e-35,2.23436e-34,2.08435e-34,0.00394554,0.00168593,0.00176834,4.28454e-34,-0.0665603,-0.0621389,-0.0621174,
-6.45644e-35,-0.128137,-0.124255,-0.126116,-0.0838654,-0.0867587,2.23436e-34,0.00394554,0.00477895,0.00441808,0.00180451,0.00176834,-0.0665603,-0.0621174,-0.0664599,
-6.78948e-35,-7.01579e-35,-0.129406,-0.0942583,-0.0920359,2.89106e-35,2.08435e-34,1.90305e-34,0.00247867,0.00139036,0.00157101,3.96244e-34,-0.0621389,-0.0568411,-0.0569376,
-6.78948e-35,-0.129406,-0.128137,-0.128736,-0.089544,-0.0920359,2.08435e-34,0.00247867,0.00394554,0.00328024,0.00168593,0.00157101,-0.0621389,-0.0569376,-0.0621174,
-7.01579e-35,-7.0769e-35,-0.126989,-0.0972377,-0.0959899,2.9263e-35,1.90305e-34,1.68563e-34,0.000233837,0.000846744,0.00115796,3.57863e-34,-0.0568411,-0.0505354,-0.0507877,
-7.01579e-35,-0.126989,-0.129406,-0.128229,-0.0942583,-0.0959899,1.90305e-34,0.000233837,0.00247867,0.00142377,0.00139036,0.00115796,-0.0568411,-0.0507877,-0.0569376,
-7.0769e-35,-6.90929e-35,-0.119795,-0.097549,-0.0977599,2.85844e-35,1.68563e-34,1.42942e-34,-0.00280637,1.15239e-05,0.00046834,3.12612e-34,-0.0505354,-0.043142,-0.043576,
-7.0769e-35,-0.119795,-0.126989,-0.123519,-0.0972377,-0.0977599,1.68563e-34,-0.00280637,0.000233837,-0.00123854,0.000846744,0.00046834,-0.0505354,-0.043576,-0.0507877,
-6.90929e-35,-6.45572e-35,-0.106977,-0.0942565,-0.0963874,2.66317e-35,1.42942e-34,1.13592e-34,-0.00648513,-0.00110801,-0.000518686,2.60308e-34,-0.043142,-0.0346919,-0.0353109,
-6.90929e-35,-0.106977,-0.119795,-0.113633,-0.097549,-0.0963874,1.42942e-34,-0.00648513,-0.00280637,-0.00463773,1.15239e-05,-0.000518686,-0.043142,-0.0353109,-0.043576,
-6.45572e-35,-5.67885e-35,-0.0881174,-0.0866037,-0.0910121,2.32745e-35,1.13592e-34,8.12309e-35,-0.0104888,-0.00243314,-0.00175936,2.01621e-34,-0.0346919,-0.0253693,-0.0261528,
